Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-04-19,Ages_40-49_yrs,16513530,9398633,44.6,25.4,37036959
2021-04-18,Ages_40-49_yrs,16327852,9226790,44.1,24.9,37036959
2021-04-17,Ages_40-49_yrs,16020311,8947900,43.3,24.2,37036959
2021-04-16,Ages_40-49_yrs,15717724,8671900,42.4,23.4,37036959
2021-04-15,Ages_40-49_yrs,15378983,8396383,41.5,22.7,37036959
2021-04-14,Ages_40-49_yrs,15064804,8133812,40.7,22,37036959
2021-04-13,Ages_40-49_yrs,14766219,7909105,39.9,21.4,37036959
2021-04-12,Ages_40-49_yrs,14520467,7723286,39.2,20.9,37036959
2021-04-11,Ages_40-49_yrs,14256493,7513821,38.5,20.3,37036959
2021-04-10,Ages_40-49_yrs,13914569,7241462,37.6,19.6,37036959
2021-04-09,Ages_40-49_yrs,13526650,6955847,36.5,18.8,37036959
2021-04-08,Ages_40-49_yrs,13145998,6700700,35.5,18.1,37036959
2021-04-07,Ages_40-49_yrs,12805045,6476776,34.6,17.5,37036959
2021-04-06,Ages_40-49_yrs,12522005,6302305,33.8,17,37036959
2021-04-05,Ages_40-49_yrs,11819662,5917191,31.9,16,37036959
2021-04-04,Ages_40-49_yrs,11817606,5914935,31.9,16,37036959
2021-04-03,Ages_40-49_yrs,11811763,5908398,31.9,16,37036959
2021-04-02,Ages_40-49_yrs,11415619,5704359,30.8,15.4,37036959
2021-04-01,Ages_40-49_yrs,11041580,5522316,29.8,14.9,37036959
2021-03-31,Ages_40-49_yrs,10725544,5382740,29,14.5,37036959
2021-03-30,Ages_40-49_yrs,10485681,5264872,28.3,14.2,37036959
2021-03-29,Ages_40-49_yrs,10330819,5184984,27.9,14,37036959
2021-03-28,Ages_40-49_yrs,10102669,5075052,27.3,13.7,37036959
2021-03-27,Ages_40-49_yrs,9808390,4927413,26.5,13.3,37036959
2021-03-26,Ages_40-49_yrs,9477631,4796876,25.6,13,37036959
2021-03-25,Ages_40-49_yrs,9144080,4680594,24.7,12.6,37036959
2021-03-24,Ages_40-49_yrs,8872419,4588213,24,12.4,37036959
2021-03-23,Ages_40-49_yrs,8620050,4503797,23.3,12.2,37036959
2021-03-22,Ages_40-49_yrs,8456013,4439728,22.8,12,37036959
2021-03-21,Ages_40-49_yrs,8248815,4363355,22.3,11.8,37036959
2021-03-20,Ages_40-49_yrs,7955796,4258643,21.5,11.5,37036959
2021-03-19,Ages_40-49_yrs,7673187,4166618,20.7,11.2,37036959
2021-03-18,Ages_40-49_yrs,7449540,4093734,20.1,11.1,37036959
2021-03-17,Ages_40-49_yrs,7220765,4011462,19.5,10.8,37036959
2021-03-16,Ages_40-49_yrs,7032208,3924974,19,10.6,37036959
2021-03-15,Ages_40-49_yrs,6893763,3863312,18.6,10.4,37036959
2021-03-14,Ages_40-49_yrs,6730409,3792781,18.2,10.2,37036959
2021-03-13,Ages_40-49_yrs,6514104,3698364,17.6,10,37036959
2021-03-12,Ages_40-49_yrs,6256089,3580910,16.9,9.7,37036959
2021-03-11,Ages_40-49_yrs,6056106,3496152,16.4,9.4,37036959
2021-03-10,Ages_40-49_yrs,5883030,3422607,15.9,9.2,37036959
2021-03-09,Ages_40-49_yrs,5752514,3362842,15.5,9.1,37036959
2021-03-08,Ages_40-49_yrs,5646382,3310149,15.2,8.9,37036959
2021-03-07,Ages_40-49_yrs,5524012,3253207,14.9,8.8,37036959
2021-03-06,Ages_40-49_yrs,5367539,3176168,14.5,8.6,37036959
2021-03-05,Ages_40-49_yrs,5204347,3101193,14.1,8.4,37036959
2021-03-04,Ages_40-49_yrs,5079540,3041555,13.7,8.2,37036959
2021-03-03,Ages_40-49_yrs,4985765,2989492,13.5,8.1,37036959
2021-03-02,Ages_40-49_yrs,4889185,2940730,13.2,7.9,37036959
2021-03-01,Ages_40-49_yrs,4806131,2899761,13,7.8,37036959
2021-02-28,Ages_40-49_yrs,4713222,2847839,12.7,7.7,37036959
2021-02-27,Ages_40-49_yrs,4598378,2767153,12.4,7.5,37036959
2021-02-26,Ages_40-49_yrs,4502498,2690591,12.2,7.3,37036959
2021-02-25,Ages_40-49_yrs,4418360,2614185,11.9,7.1,37036959
2021-02-24,Ages_40-49_yrs,4352676,2552224,11.8,6.9,37036959
2021-02-23,Ages_40-49_yrs,4299585,2502591,11.6,6.8,37036959
2021-02-22,Ages_40-49_yrs,4265963,2471891,11.5,6.7,37036959
2021-02-21,Ages_40-49_yrs,4224670,2425259,11.4,6.5,37036959
2021-02-20,Ages_40-49_yrs,4161964,2347812,11.2,6.3,37036959
2021-02-19,Ages_40-49_yrs,4100661,2277572,11.1,6.1,37036959
2021-02-18,Ages_40-49_yrs,4033379,2203155,10.9,5.9,37036959
2021-02-17,Ages_40-49_yrs,3980782,2145642,10.7,5.8,37036959
2021-02-16,Ages_40-49_yrs,3939183,2108865,10.6,5.7,37036959
2021-02-15,Ages_40-49_yrs,3900160,2075800,10.5,5.6,37036959
2021-02-14,Ages_40-49_yrs,3841578,2023834,10.4,5.5,37036959
2021-02-13,Ages_40-49_yrs,3752007,1925450,10.1,5.2,37036959
2021-02-12,Ages_40-49_yrs,3668674,1819008,9.9,4.9,37036959
2021-02-11,Ages_40-49_yrs,3596738,1730389,9.7,4.7,37036959
2021-02-10,Ages_40-49_yrs,3539560,1655509,9.6,4.5,37036959
2021-02-09,Ages_40-49_yrs,3478162,1585264,9.4,4.3,37036959
2021-02-08,Ages_40-49_yrs,3436145,1547845,9.3,4.2,37036959
2021-02-07,Ages_40-49_yrs,3382635,1498996,9.1,4,37036959
2021-02-06,Ages_40-49_yrs,3305365,1401488,8.9,3.8,37036959
2021-02-05,Ages_40-49_yrs,3216155,1295811,8.7,3.5,37036959
2021-02-04,Ages_40-49_yrs,3152810,1217681,8.5,3.3,37036959
2021-02-03,Ages_40-49_yrs,3090499,1142483,8.3,3.1,37036959
2021-02-02,Ages_40-49_yrs,3048553,1097416,8.2,3,37036959
2021-02-01,Ages_40-49_yrs,3018322,1077443,8.1,2.9,37036959
2021-01-31,Ages_40-49_yrs,2961079,1039791,8,2.8,37036959
2021-01-30,Ages_40-49_yrs,2873612,976861,7.8,2.6,37036959
2021-01-29,Ages_40-49_yrs,2785802,902705,7.5,2.4,37036959
2021-01-28,Ages_40-49_yrs,2699079,816216,7.3,2.2,37036959
2021-01-27,Ages_40-49_yrs,2626850,739954,7.1,2,37036959
2021-01-26,Ages_40-49_yrs,2564297,682645,6.9,1.8,37036959
2021-01-25,Ages_40-49_yrs,2517229,664756,6.8,1.8,37036959
2021-01-24,Ages_40-49_yrs,2450724,638167,6.6,1.7,37036959
2021-01-23,Ages_40-49_yrs,2339438,600065,6.3,1.6,37036959
2021-01-22,Ages_40-49_yrs,2244396,553694,6.1,1.5,37036959
2021-01-21,Ages_40-49_yrs,2139716,487490,5.8,1.3,37036959
2021-01-20,Ages_40-49_yrs,2059864,440796,5.6,1.2,37036959
2021-01-19,Ages_40-49_yrs,2003812,414587,5.4,1.1,37036959
2021-01-18,Ages_40-49_yrs,1964572,404383,5.3,1.1,37036959
2021-01-17,Ages_40-49_yrs,1900236,391976,5.1,1.1,37036959
2021-01-16,Ages_40-49_yrs,1791689,369173,4.8,1,37036959
2021-01-15,Ages_40-49_yrs,1672723,334431,4.5,0.9,37036959
2021-01-14,Ages_40-49_yrs,1567046,284409,4.2,0.8,37036959
2021-01-13,Ages_40-49_yrs,1478959,229959,4,0.6,37036959
2021-01-12,Ages_40-49_yrs,1399795,178435,3.8,0.5,37036959
2021-01-11,Ages_40-49_yrs,1360427,160916,3.7,0.4,37036959
2021-01-10,Ages_40-49_yrs,1305936,135066,3.5,0.4,37036959
2021-01-09,Ages_40-49_yrs,1211672,80032,3.3,0.2,37036959
2021-01-08,Ages_40-49_yrs,1113871,41114,3,0.1,37036959
2021-01-07,Ages_40-49_yrs,1012695,18576,2.7,0.1,37036959
2021-01-06,Ages_40-49_yrs,922993,7038,2.5,0,37036959
2021-01-05,Ages_40-49_yrs,853037,2849,2.3,0,37036959
2021-01-04,Ages_40-49_yrs,828761,2613,2.2,0,37036959
2021-01-03,Ages_40-49_yrs,800911,2475,2.2,0,37036959
2021-01-02,Ages_40-49_yrs,775491,2404,2.1,0,37036959
2021-01-01,Ages_40-49_yrs,707853,2228,1.9,0,37036959
2020-12-31,Ages_40-49_yrs,606267,1926,1.6,0,37036959
2020-12-30,Ages_40-49_yrs,523534,1555,1.4,0,37036959
2020-12-29,Ages_40-49_yrs,450216,1068,1.2,0,37036959
2020-12-28,Ages_40-49_yrs,427533,928,1.2,0,37036959
2020-12-27,Ages_40-49_yrs,408930,894,1.1,0,37036959
2020-12-26,Ages_40-49_yrs,396638,871,1.1,0,37036959
2020-12-25,Ages_40-49_yrs,359189,738,1,0,37036959
2020-12-24,Ages_40-49_yrs,273492,584,0.7,0,37036959
2020-12-23,Ages_40-49_yrs,200504,401,0.5,0,37036959
2020-12-22,Ages_40-49_yrs,149247,326,0.4,0,37036959
2020-12-21,Ages_40-49_yrs,124187,257,0.3,0,37036959
2020-12-20,Ages_40-49_yrs,94947,160,0.3,0,37036959
2020-12-19,Ages_40-49_yrs,45662,69,0.1,0,37036959
2020-12-18,Ages_40-49_yrs,16663,18,0,0,37036959
2020-12-17,Ages_40-49_yrs,3634,0,0,0,37036959
2020-12-16,Ages_40-49_yrs,409,0,0,0,37036959
2021-05-17,Ages_30-39_yrs,19788205,14728031,48.9,36.4,40488888
2021-05-16,Ages_30-39_yrs,19711514,14582644,48.7,36,40488888
2021-05-15,Ages_30-39_yrs,19599974,14373587,48.4,35.5,40488888
2021-05-14,Ages_30-39_yrs,19465528,14111536,48.1,34.9,40488888
2021-05-13,Ages_30-39_yrs,19366808,13889937,47.8,34.3,40488888
2021-05-12,Ages_30-39_yrs,19257310,13653005,47.6,33.7,40488888
2021-05-11,Ages_30-39_yrs,19169030,13470943,47.3,33.3,40488888
2021-05-10,Ages_30-39_yrs,19059125,13282833,47.1,32.8,40488888
2021-05-09,Ages_30-39_yrs,18929113,13043229,46.8,32.2,40488888
2021-05-08,Ages_30-39_yrs,18785916,12749357,46.4,31.5,40488888
2021-05-07,Ages_30-39_yrs,18631738,12442274,46,30.7,40488888
2021-05-06,Ages_30-39_yrs,18451385,12119665,45.6,29.9,40488888
2021-05-05,Ages_30-39_yrs,18304226,11854522,45.2,29.3,40488888
2021-05-04,Ages_30-39_yrs,18192699,11664376,44.9,28.8,40488888
2021-05-03,Ages_30-39_yrs,18126849,11551753,44.8,28.5,40488888
2021-05-02,Ages_30-39_yrs,18043188,11427385,44.6,28.2,40488888
2021-05-01,Ages_30-39_yrs,17895094,11199517,44.2,27.7,40488888
2021-04-30,Ages_30-39_yrs,17654796,10881244,43.6,26.9,40488888
2021-04-29,Ages_30-39_yrs,17467572,10619123,43.1,26.2,40488888
2021-04-28,Ages_30-39_yrs,17281482,10374497,42.7,25.6,40488888
2021-04-27,Ages_30-39_yrs,17115059,10172040,42.3,25.1,40488888
2021-04-26,Ages_30-39_yrs,16978730,10039848,41.9,24.8,40488888
2021-04-25,Ages_30-39_yrs,16796581,9860601,41.5,24.4,40488888
2021-04-24,Ages_30-39_yrs,16555757,9601620,40.9,23.7,40488888
2021-04-23,Ages_30-39_yrs,16304823,9334683,40.3,23.1,40488888
2021-04-22,Ages_30-39_yrs,16057424,9070636,39.7,22.4,40488888
2021-04-21,Ages_30-39_yrs,15819213,8843897,39.1,21.8,40488888
2021-04-20,Ages_30-39_yrs,15611955,8664552,38.6,21.4,40488888
2021-04-19,Ages_30-39_yrs,15446946,8548830,38.2,21.1,40488888
2021-04-18,Ages_30-39_yrs,15254235,8395198,37.7,20.7,40488888
2021-04-17,Ages_30-39_yrs,14929362,8158451,36.9,20.1,40488888
2021-04-16,Ages_30-39_yrs,14611961,7923586,36.1,19.6,40488888
2021-04-15,Ages_30-39_yrs,14263875,7691873,35.2,19,40488888
2021-04-14,Ages_30-39_yrs,13938830,7466253,34.4,18.4,40488888
2021-04-13,Ages_30-39_yrs,13638463,7271332,33.7,18,40488888
2021-04-12,Ages_30-39_yrs,13384320,7101462,33.1,17.5,40488888
2021-04-11,Ages_30-39_yrs,13098852,6911939,32.4,17.1,40488888
2021-04-10,Ages_30-39_yrs,12738303,6661760,31.5,16.5,40488888
2021-04-09,Ages_30-39_yrs,12339405,6400454,30.5,15.8,40488888
2021-04-08,Ages_30-39_yrs,11950998,6171594,29.5,15.2,40488888
2021-04-07,Ages_30-39_yrs,11612644,5972316,28.7,14.8,40488888
2021-04-06,Ages_30-39_yrs,11334010,5817150,28,14.4,40488888
2021-04-05,Ages_30-39_yrs,10693000,5471468,26.4,13.5,40488888
2021-04-04,Ages_30-39_yrs,10690848,5469394,26.4,13.5,40488888
2021-04-03,Ages_30-39_yrs,10685199,5463952,26.4,13.5,40488888
2021-04-02,Ages_30-39_yrs,10317743,5285668,25.5,13.1,40488888
2021-04-01,Ages_30-39_yrs,9979538,5128522,24.6,12.7,40488888
2021-03-31,Ages_30-39_yrs,9705129,5008395,24,12.4,40488888
2021-03-30,Ages_30-39_yrs,9487466,4905996,23.4,12.1,40488888
2021-03-29,Ages_30-39_yrs,9347510,4835020,23.1,11.9,40488888
2021-03-28,Ages_30-39_yrs,9147337,4737269,22.6,11.7,40488888
2021-03-27,Ages_30-39_yrs,8892020,4608124,22,11.4,40488888
2021-03-26,Ages_30-39_yrs,8612791,4495465,21.3,11.1,40488888
2021-03-25,Ages_30-39_yrs,8333832,4394743,20.6,10.9,40488888
2021-03-24,Ages_30-39_yrs,8112057,4316286,20,10.7,40488888
2021-03-23,Ages_30-39_yrs,7906340,4244971,19.5,10.5,40488888
2021-03-22,Ages_30-39_yrs,7764407,4189103,19.2,10.3,40488888
2021-03-21,Ages_30-39_yrs,7582703,4123492,18.7,10.2,40488888
2021-03-20,Ages_30-39_yrs,7324988,4033218,18.1,10,40488888
2021-03-19,Ages_30-39_yrs,7080131,3954060,17.5,9.8,40488888
2021-03-18,Ages_30-39_yrs,6886951,3889883,17,9.6,40488888
2021-03-17,Ages_30-39_yrs,6687939,3819159,16.5,9.4,40488888
2021-03-16,Ages_30-39_yrs,6523309,3746230,16.1,9.3,40488888
2021-03-15,Ages_30-39_yrs,6398434,3692050,15.8,9.1,40488888
2021-03-14,Ages_30-39_yrs,6250802,3626156,15.4,9,40488888
2021-03-13,Ages_30-39_yrs,6062031,3545703,15,8.8,40488888
2021-03-12,Ages_30-39_yrs,5841477,3442115,14.4,8.5,40488888
2021-03-11,Ages_30-39_yrs,5668849,3370619,14,8.3,40488888
2021-03-10,Ages_30-39_yrs,5520810,3308582,13.6,8.2,40488888
2021-03-09,Ages_30-39_yrs,5405661,3257859,13.4,8,40488888
2021-03-08,Ages_30-39_yrs,5306421,3206157,13.1,7.9,40488888
2021-03-07,Ages_30-39_yrs,5197637,3156355,12.8,7.8,40488888
2021-03-06,Ages_30-39_yrs,5061438,3088101,12.5,7.6,40488888
2021-03-05,Ages_30-39_yrs,4920213,3022199,12.2,7.5,40488888
2021-03-04,Ages_30-39_yrs,4812375,2970368,11.9,7.3,40488888
2021-03-03,Ages_30-39_yrs,4731739,2924362,11.7,7.2,40488888
2021-03-02,Ages_30-39_yrs,4649242,2882015,11.5,7.1,40488888
2021-03-01,Ages_30-39_yrs,4576144,2844870,11.3,7,40488888
2021-02-28,Ages_30-39_yrs,4495827,2797985,11.1,6.9,40488888
2021-02-27,Ages_30-39_yrs,4394838,2724017,10.9,6.7,40488888
2021-02-26,Ages_30-39_yrs,4312164,2656220,10.7,6.6,40488888
2021-02-25,Ages_30-39_yrs,4239675,2587882,10.5,6.4,40488888
2021-02-24,Ages_30-39_yrs,4180075,2531928,10.3,6.3,40488888
2021-02-23,Ages_30-39_yrs,4132177,2487632,10.2,6.1,40488888
2021-02-22,Ages_30-39_yrs,4103312,2460018,10.1,6.1,40488888
2021-02-21,Ages_30-39_yrs,4065378,2417565,10,6,40488888
2021-02-20,Ages_30-39_yrs,4009618,2346439,9.9,5.8,40488888
2021-02-19,Ages_30-39_yrs,3954588,2280871,9.8,5.6,40488888
2021-02-18,Ages_30-39_yrs,3894820,2212674,9.6,5.5,40488888
2021-02-17,Ages_30-39_yrs,3847717,2156837,9.5,5.3,40488888
2021-02-16,Ages_30-39_yrs,3811426,2121922,9.4,5.2,40488888
2021-02-15,Ages_30-39_yrs,3776540,2091497,9.3,5.2,40488888
2021-02-14,Ages_30-39_yrs,3725491,2042577,9.2,5,40488888
2021-02-13,Ages_30-39_yrs,3645600,1948505,9,4.8,40488888
2021-02-12,Ages_30-39_yrs,3571347,1849644,8.8,4.6,40488888
2021-02-11,Ages_30-39_yrs,3508656,1766184,8.7,4.4,40488888
2021-02-10,Ages_30-39_yrs,3458690,1695766,8.5,4.2,40488888
2021-02-09,Ages_30-39_yrs,3404041,1630316,8.4,4,40488888
2021-02-08,Ages_30-39_yrs,3366042,1596349,8.3,3.9,40488888
2021-02-07,Ages_30-39_yrs,3316082,1547916,8.2,3.8,40488888
2021-02-06,Ages_30-39_yrs,3246199,1452825,8,3.6,40488888
2021-02-05,Ages_30-39_yrs,3166727,1352825,7.8,3.3,40488888
2021-02-04,Ages_30-39_yrs,3110179,1276949,7.7,3.2,40488888
2021-02-03,Ages_30-39_yrs,3052512,1203778,7.5,3,40488888
2021-02-02,Ages_30-39_yrs,3015207,1159933,7.4,2.9,40488888
2021-02-01,Ages_30-39_yrs,2987308,1140413,7.4,2.8,40488888
2021-01-31,Ages_30-39_yrs,2935271,1102164,7.2,2.7,40488888
2021-01-30,Ages_30-39_yrs,2854493,1038396,7.1,2.6,40488888
2021-01-29,Ages_30-39_yrs,2773151,964942,6.8,2.4,40488888
2021-01-28,Ages_30-39_yrs,2693687,880405,6.7,2.2,40488888
2021-01-27,Ages_30-39_yrs,2627708,804264,6.5,2,40488888
2021-01-26,Ages_30-39_yrs,2570062,747175,6.3,1.8,40488888
2021-01-25,Ages_30-39_yrs,2527628,728955,6.2,1.8,40488888
2021-01-24,Ages_30-39_yrs,2467214,700469,6.1,1.7,40488888
2021-01-23,Ages_30-39_yrs,2363216,661346,5.8,1.6,40488888
2021-01-22,Ages_30-39_yrs,2275030,613647,5.6,1.5,40488888
2021-01-21,Ages_30-39_yrs,2177888,546985,5.4,1.4,40488888
2021-01-20,Ages_30-39_yrs,2103539,498428,5.2,1.2,40488888
2021-01-19,Ages_30-39_yrs,2052861,470683,5.1,1.2,40488888
2021-01-18,Ages_30-39_yrs,2015181,459496,5,1.1,40488888
2021-01-17,Ages_30-39_yrs,1952350,445853,4.8,1.1,40488888
2021-01-16,Ages_30-39_yrs,1848097,419939,4.6,1,40488888
2021-01-15,Ages_30-39_yrs,1734291,381998,4.3,0.9,40488888
2021-01-14,Ages_30-39_yrs,1632231,326173,4,0.8,40488888
2021-01-13,Ages_30-39_yrs,1543363,264268,3.8,0.7,40488888
2021-01-12,Ages_30-39_yrs,1466719,205648,3.6,0.5,40488888
2021-01-11,Ages_30-39_yrs,1428891,184413,3.5,0.5,40488888
2021-01-10,Ages_30-39_yrs,1372864,153348,3.4,0.4,40488888
2021-01-09,Ages_30-39_yrs,1278809,90878,3.2,0.2,40488888
2021-01-08,Ages_30-39_yrs,1181602,46435,2.9,0.1,40488888
2021-01-07,Ages_30-39_yrs,1079902,20555,2.7,0.1,40488888
2021-01-06,Ages_30-39_yrs,990539,7876,2.4,0,40488888
2021-01-05,Ages_30-39_yrs,919686,2963,2.3,0,40488888
2021-01-04,Ages_30-39_yrs,895354,2679,2.2,0,40488888
2021-01-03,Ages_30-39_yrs,867896,2540,2.1,0,40488888
2021-01-02,Ages_30-39_yrs,841997,2443,2.1,0,40488888
2021-01-01,Ages_30-39_yrs,771697,2276,1.9,0,40488888
2020-12-31,Ages_30-39_yrs,668165,2012,1.7,0,40488888
2020-12-30,Ages_30-39_yrs,582407,1697,1.4,0,40488888
2020-12-29,Ages_30-39_yrs,505956,1262,1.2,0,40488888
2020-12-28,Ages_30-39_yrs,482187,1140,1.2,0,40488888
2020-12-27,Ages_30-39_yrs,462623,1106,1.1,0,40488888
2020-12-26,Ages_30-39_yrs,448915,1066,1.1,0,40488888
2020-12-25,Ages_30-39_yrs,408520,895,1,0,40488888
2020-12-24,Ages_30-39_yrs,315479,698,0.8,0,40488888
2020-12-23,Ages_30-39_yrs,234388,494,0.6,0,40488888
2020-12-22,Ages_30-39_yrs,176273,405,0.4,0,40488888
2020-12-21,Ages_30-39_yrs,146267,301,0.4,0,40488888
2020-12-20,Ages_30-39_yrs,110656,178,0.3,0,40488888
2020-12-19,Ages_30-39_yrs,53900,92,0.1,0,40488888
2020-12-18,Ages_30-39_yrs,19798,25,0,0,40488888
2020-12-17,Ages_30-39_yrs,4207,1,0,0,40488888
2020-12-16,Ages_30-39_yrs,425,0,0,0,40488888
2021-05-17,Ages_18-29_yrs,19630584,13628876,39.8,27.6,49352163
2021-05-16,Ages_18-29_yrs,19532106,13453753,39.6,27.3,49352163
2021-05-15,Ages_18-29_yrs,19386011,13203949,39.3,26.8,49352163
2021-05-14,Ages_18-29_yrs,19207181,12886598,38.9,26.1,49352163
2021-05-13,Ages_18-29_yrs,19071567,12614241,38.6,25.6,49352163
2021-05-12,Ages_18-29_yrs,18925082,12323706,38.3,25,49352163
2021-05-11,Ages_18-29_yrs,18805285,12100754,38.1,24.5,49352163
2021-05-10,Ages_18-29_yrs,18662059,11870784,37.8,24.1,49352163
2021-05-09,Ages_18-29_yrs,18493366,11589151,37.5,23.5,49352163
2021-05-08,Ages_18-29_yrs,18309622,11244130,37.1,22.8,49352163
2021-05-07,Ages_18-29_yrs,18112457,10878838,36.7,22,49352163
2021-05-06,Ages_18-29_yrs,17883289,10504926,36.2,21.3,49352163
2021-05-05,Ages_18-29_yrs,17699356,10197817,35.9,20.7,49352163
2021-05-04,Ages_18-29_yrs,17558257,9983398,35.6,20.2,49352163
2021-05-03,Ages_18-29_yrs,17476347,9853361,35.4,20,49352163
2021-05-02,Ages_18-29_yrs,17367297,9713623,35.2,19.7,49352163
2021-05-01,Ages_18-29_yrs,17177414,9467179,34.8,19.2,49352163
2021-04-30,Ages_18-29_yrs,16872093,9129493,34.2,18.5,49352163
2021-04-29,Ages_18-29_yrs,16633961,8849482,33.7,17.9,49352163
2021-04-28,Ages_18-29_yrs,16402952,8593735,33.2,17.4,49352163
2021-04-27,Ages_18-29_yrs,16192560,8389876,32.8,17,49352163
2021-04-26,Ages_18-29_yrs,16024497,8263205,32.5,16.7,49352163
2021-04-25,Ages_18-29_yrs,15799626,8094445,32,16.4,49352163
2021-04-24,Ages_18-29_yrs,15497834,7854187,31.4,15.9,49352163
2021-04-23,Ages_18-29_yrs,15185242,7598673,30.8,15.4,49352163
2021-04-22,Ages_18-29_yrs,14876543,7353851,30.1,14.9,49352163
2021-04-21,Ages_18-29_yrs,14575091,7147562,29.5,14.5,49352163
2021-04-20,Ages_18-29_yrs,14319207,6982095,29,14.1,49352163
2021-04-19,Ages_18-29_yrs,14116215,6873791,28.6,13.9,49352163
2021-04-18,Ages_18-29_yrs,13880007,6734198,28.1,13.6,49352163
2021-04-17,Ages_18-29_yrs,13483379,6519902,27.3,13.2,49352163
2021-04-16,Ages_18-29_yrs,13093693,6307291,26.5,12.8,49352163
2021-04-15,Ages_18-29_yrs,12681988,6106244,25.7,12.4,49352163
2021-04-14,Ages_18-29_yrs,12292466,5904812,24.9,12,49352163
2021-04-13,Ages_18-29_yrs,11938507,5719457,24.2,11.6,49352163
2021-04-12,Ages_18-29_yrs,11635988,5554424,23.6,11.3,49352163
2021-04-11,Ages_18-29_yrs,11311379,5377845,22.9,10.9,49352163
2021-04-10,Ages_18-29_yrs,10896641,5144104,22.1,10.4,49352163
2021-04-09,Ages_18-29_yrs,10440228,4904920,21.2,9.9,49352163
2021-04-08,Ages_18-29_yrs,9998192,4695595,20.3,9.5,49352163
2021-04-07,Ages_18-29_yrs,9630488,4518055,19.5,9.2,49352163
2021-04-06,Ages_18-29_yrs,9346794,4384031,18.9,8.9,49352163
2021-04-05,Ages_18-29_yrs,8725506,4090066,17.7,8.3,49352163
2021-04-04,Ages_18-29_yrs,8724628,4089214,17.7,8.3,49352163
2021-04-03,Ages_18-29_yrs,8721360,4085883,17.7,8.3,49352163
2021-04-02,Ages_18-29_yrs,8377930,3943185,17,8,49352163
2021-04-01,Ages_18-29_yrs,8058745,3817362,16.3,7.7,49352163
2021-03-31,Ages_18-29_yrs,7797075,3724685,15.8,7.5,49352163
2021-03-30,Ages_18-29_yrs,7593466,3643270,15.4,7.4,49352163
2021-03-29,Ages_18-29_yrs,7459509,3586224,15.1,7.3,49352163
2021-03-28,Ages_18-29_yrs,7273157,3509074,14.7,7.1,49352163
2021-03-27,Ages_18-29_yrs,7034813,3409881,14.3,6.9,49352163
2021-03-26,Ages_18-29_yrs,6774465,3321192,13.7,6.7,49352163
2021-03-25,Ages_18-29_yrs,6523004,3242293,13.2,6.6,49352163
2021-03-24,Ages_18-29_yrs,6326879,3182439,12.8,6.4,49352163
2021-03-23,Ages_18-29_yrs,6147947,3127621,12.5,6.3,49352163
2021-03-22,Ages_18-29_yrs,6025101,3085816,12.2,6.3,49352163
2021-03-21,Ages_18-29_yrs,5866787,3034955,11.9,6.1,49352163
2021-03-20,Ages_18-29_yrs,5640984,2964939,11.4,6,49352163
2021-03-19,Ages_18-29_yrs,5433197,2904107,11,5.9,49352163
2021-03-18,Ages_18-29_yrs,5269705,2855296,10.7,5.8,49352163
2021-03-17,Ages_18-29_yrs,5100666,2801003,10.3,5.7,49352163
2021-03-16,Ages_18-29_yrs,4966721,2747447,10.1,5.6,49352163
2021-03-15,Ages_18-29_yrs,4858152,2703662,9.8,5.5,49352163
2021-03-14,Ages_18-29_yrs,4732151,2644144,9.6,5.4,49352163
2021-03-13,Ages_18-29_yrs,4580856,2582478,9.3,5.2,49352163
2021-03-12,Ages_18-29_yrs,4405525,2501313,8.9,5.1,49352163
2021-03-11,Ages_18-29_yrs,4269767,2447762,8.7,5,49352163
2021-03-10,Ages_18-29_yrs,4156326,2401174,8.4,4.9,49352163
2021-03-09,Ages_18-29_yrs,4063514,2363112,8.2,4.8,49352163
2021-03-08,Ages_18-29_yrs,3981106,2320147,8.1,4.7,49352163
2021-03-07,Ages_18-29_yrs,3895814,2283075,7.9,4.6,49352163
2021-03-06,Ages_18-29_yrs,3790403,2230925,7.7,4.5,49352163
2021-03-05,Ages_18-29_yrs,3679931,2179648,7.5,4.4,49352163
2021-03-04,Ages_18-29_yrs,3596150,2139944,7.3,4.3,49352163
2021-03-03,Ages_18-29_yrs,3536527,2104220,7.2,4.3,49352163
2021-03-02,Ages_18-29_yrs,3475413,2071627,7,4.2,49352163
2021-03-01,Ages_18-29_yrs,3419536,2041671,6.9,4.1,49352163
2021-02-28,Ages_18-29_yrs,3360108,2003934,6.8,4.1,49352163
2021-02-27,Ages_18-29_yrs,3283902,1947273,6.7,3.9,49352163
2021-02-26,Ages_18-29_yrs,3221578,1896021,6.5,3.8,49352163
2021-02-25,Ages_18-29_yrs,3167481,1843810,6.4,3.7,49352163
2021-02-24,Ages_18-29_yrs,3120602,1798963,6.3,3.6,49352163
2021-02-23,Ages_18-29_yrs,3083647,1763572,6.2,3.6,49352163
2021-02-22,Ages_18-29_yrs,3060509,1741349,6.2,3.5,49352163
2021-02-21,Ages_18-29_yrs,3028764,1707394,6.1,3.5,49352163
2021-02-20,Ages_18-29_yrs,2984504,1650423,6,3.3,49352163
2021-02-19,Ages_18-29_yrs,2941652,1598744,6,3.2,49352163
2021-02-18,Ages_18-29_yrs,2894943,1544641,5.9,3.1,49352163
